id,name,name_scientific,description,itis_id,wikipedia_id,picture_file_name,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb,public_id
39,Capers,Capparis spinosa,"Capparis spinosa, the caper bush, also called Flinders rose, is a perennial winter-deciduous plant that bears rounded, fleshy leaves and large white to pinkish-white flowers. The plant is best known for the edible flower buds (capers), often used as a seasoning, and the fruit (caper berry), both of which are usually consumed pickled. Other species of Capparis are also picked along with C. spinosa for their buds or fruits. Other parts of Capparis plants are used in the manufacture of medicines and cosmetics.",505885,Capers,39.jpg,image/jpeg,31305,2012-04-20 09:32:22 UTC,42,Herbs and Spices,Spices,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:14 UTC,,,false,specific,65558,true,FOOD00039
40,Pepper,Capsicum annuum,"<i>Capsicum annuum</i> is a domesticated species of the plant genus <i>Capsicum</i> native to southern North America and northern South America. The three species <i>C. annuum</i>, <i>C. frutescens</i> and <i>C. chinense</i> all evolved from a single common ancestor located somewhere in the northwest Brazil - Colombia area. <i>Capsicum annuum</i> is the most common and extensively cultivated of the five domesticated capsicums. The species is a source of popular ""sweet peppers"":http://en.wikipedia.org/wiki/Bell_peppers and ""hot chilis"":http://en.wikipedia.org/wiki/Chili_pepper with numerous varieties cultivated all around the world. In American English the plant is commonly known as a chili pepper or bell pepper. In British English, the sweet varieties are called red or green peppers and the hot varieties chillies, whereas in Australian and Indian English the name capsicum is commonly used for bell peppers exclusively and chilli is often used to encompass the hotter varieties. [Wikipedia] See a ""list of capsicum cultivars"":http://en.wikipedia.org/wiki/List_of_Capsicum_cultivars.",30492,Capsicum_annuum,40.jpg,image/jpeg,45222,2012-04-20 09:37:27 UTC,43,Vegetables,Fruit vegetables,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:14 UTC,,2,false,specific,4072,true,FOOD00040
41,Papaya,Carica papaya,"The papaya, papaw, or pawpaw is the fruit of the plant Carica papaya, the sole species in the genus Carica of the plant family Caricaceae. It is native to the tropics of the Americas, perhaps from southern Mexico and neighbouring Central America. It was first cultivated in Mexicoseveral centuries before the emergence of the Mesoamerican classical civilizations. The papaya is a large, tree-like plant, with a single stem growing from 5 to 10 m (to ft) tall, with spirally arranged leaves confined to the top of the trunk. The lower trunk is conspicuously scarred where leaves and fruit were borne. The leaves are large, 50–70 cm in diameter, deeply palmately lobed, with seven lobes. Unusually for such large plants, the trees are dioecious. The tree is usually unbranched, unless lopped. The flowers are similar in shape to the flowers of the Plumeria, but are much smaller and wax-like. They appear on the axils of the leaves, maturing into large fruit - 15–45 cm long and 10–30 cm in diameter. The fruit is ripe when it feels soft (as soft as a ripe avocado or a bit softer) and its skin has attained an amber to orange hue. Carica papaya was the first transgenic fruit tree to have its genome deciphered.",22324,Papaya,41.jpg,image/jpeg,67743,2012-04-20 09:44:24 UTC,44,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:14 UTC,,,false,specific,3649,true,FOOD00041
42,Safflower,Carthamus tinctorius,"Safflower is a highly branched, herbaceous, thistle-like annual. It is commercially cultivated for vegetable oil extracted from the seeds. Plants are 30 to 150 cm (to in) tall with globular flower heads having yellow, orange, or red flowers. Each branch will usually have from one to five flower heads containing 15 to 20 seeds per head. Safflower is native to arid environments having seasonal rain. It grows a deep taproot which enables it to thrive in such environments.",501305,Safflower,42.jpg,image/jpeg,61156,2012-04-20 09:30:28 UTC,45,Herbs and Spices,Oilseed crops,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:14 UTC,,,false,specific,4222,true,FOOD00042
43,Caraway,Carum carvi,"Caraway (Carum carvi), also known as meridian fennel, or Persian cumin, is a biennial plant in the family Apiaceae, native to western Asia, Europe and Northern Africa. The plant is similar in appearance to other members of the carrot family, with finely divided, feathery leaves with thread-like divisions, growing on 20–30 cm stems. The main flower stem is 40–60 cm tall, with small white or pink flowers in umbels. Caraway fruits are crescent-shaped achenes, around 2 mm long, with five pale ridges.",29610,Caraway,43.jpg,image/jpeg,59897,2012-04-20 09:38:36 UTC,46,Herbs and Spices,Spices,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:14 UTC,,,false,specific,48032,true,FOOD00043
44,Pecan nut,Carya illinoinensis,"The pecan (Carya illinoinensis) are the fruit of a kind of hickory tree, native to North America and Mexico. Pecans were one of the most recently domesticated major crops. Although wild pecans were well known among native and colonial Americans as a delicacy, the commercial growing of pecans in the United States did not begin until the 1880s. Today, the U.S. produces between 80% and 95% of the world's pecans, with an annual crop of 150–200 thousand tons.

In 100 g, pecans provide 691 Calories and over 100% of the Daily Value (DV) for total fat. Pecans are a rich source of dietary fiber (38% DV), manganese (214% DV), magnesium (34% DV), phosphorus (40% DV), zinc (48% DV) and thiamin (57% DV).[20] Pecans are also a good source (10-19% DV) of protein, iron, and B vitamins. Their fat content consists mainly of monounsaturated fatty acids, mainly oleic acid (57% of total fat), and the polyunsaturated fatty acid linoleic acid (30% of total fat) [Wikipedia]",19234,Pecan_nut,44.jpg,image/jpeg,40083,2012-04-20 09:33:57 UTC,47,Nuts,Nuts,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:14 UTC,,,false,specific,32201,true,FOOD00044
45,Chestnut,Castanea,"A chestnut is the seed of a tree related to the oak tree, which grows in the northern hemisphere. It grows its seeds in a spikey shell.
Chestnuts can be eaten raw but they do not taste very good this way. They are most often roasted before you eat them, but they can also be eaten candied, boiled, steamed, grilled or used as a stuffing.
",19451,Chestnut,45.jpg,image/jpeg,307496,2012-04-20 09:30:34 UTC,48,Nuts,Nuts,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:14 UTC,,,false,specific,21019,true,FOOD00045
46,Roman camomile,Chamaemelum nobile,"Chamaemelum nobile, commonly known as chamomile (also spelled camomile), Roman chamomile, English chamomile, garden chamomile, ground apple, low chamomile, or whig plant, is a low perennial plant found in dry fields and around gardens and cultivated grounds in Europe, North America, and Argentina. C. nobile is, along with Matricaria chamomilla, an important source of the herbal product known as chamomile.",501396,Chamaemelum nobile,46.jpg,image/jpeg,52596,2012-04-20 09:39:41 UTC,49,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:14 UTC,,,false,specific,99037,true,FOOD00046
47,Chickpea,Cicer arietinum,"The chickpea (Cicer arietinum) is a legume of the family Fabaceae, subfamily Faboideae. Its seeds are high in protein. It is one of the earliest cultivated legumes: 7,500-year-old remains have been found in the Middle East. Other common names for the species include garbanzo bean, ceci bean, sanagalu, chana, hummus and Bengal gram.",26537,Chickpea,47.jpg,image/jpeg,40809,2012-04-20 09:30:19 UTC,50,Pulses,Peas,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:14 UTC,,,false,specific,3827,true,FOOD00047
48,Endive,Cichorium endivia,"Endive, Cichorium endivia, is a leaf vegetable belonging to the daisy family. Endive can be cooked or used raw in salads. Endive is rich in many vitamins and minerals, especially in folate and vitamins A and K, and is high in fiber. There are two main varieties of cultivated C. endivia endive: (1) Curly endive, or frisée (var crispum). This type has narrow, green, curly outer leaves. It is sometimes called chicory in the United States and is called chicorée frisée in French. Further confusion results from the fact that frisée also refers to greens lightly wilted with oil. (2) Escarole, or broad-leaved endive (var latifolia), has broad, pale green leaves and is less bitter than the other varieties. Varieties or names include broad-leaved endive, Bavarian endive, Batavian endive, grumolo, scarola, and scarole. It is eaten like other greens, sauteed, chopped into soups and stews, or as part of a green salad (Wikipedia).",501522,Endive,48.jpg,image/jpeg,102300,2012-04-20 09:29:28 UTC,51,Vegetables,Leaf vegetables,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:15 UTC,,,false,specific,114280,true,FOOD00048
49,Chicory,Cichorium intybus,"Common chicory, Cichorium intybus, is a somewhat woody, perennial herbaceous plant usually with bright blue flowers, rarely white or pink. Many varieties are cultivated for salad leaves, chicons (blanched buds), or for roots (var. sativum), which are baked, ground, and used as a coffee substitute and additive. It is also grown as a forage crop for livestock. It lives as a wild plant on roadsides in its native Europe, and in North America and Australia, where it has become widely naturalized.",36763,Chicory,49.jpg,image/jpeg,24448,2012-04-20 09:31:19 UTC,52,Vegetables,Root vegetables,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:15 UTC,,,false,specific,13427,true,FOOD00049
50,Chinese cinnamon,Cinnamomum aromaticum,"Cinnamomum cassia, called Chinese cassia or Chinese cinnamon, is an evergreen tree originating in southern China, and widely cultivated there and elsewhere in southern and eastern Asia (India, Indonesia, Laos, Malaysia, Taiwan, Thailand, and Vietnam). It is one of several species of Cinnamomum that are used primarily for their aromatic bark, which is used as a spice. In the United States of America, Chinese cassia is often sold under the culinary name of ""cinnamon"". The buds are also used as a spice, especially in India, and were once used by the ancient Romans.",506205,Chinese_cinnamon,50.jpg,image/jpeg,191758,2012-04-20 09:41:16 UTC,53,Herbs and Spices,Spices,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:15 UTC,,,false,specific,119260,true,FOOD00050
51,Ceylon cinnamon,Cinnamomum verum,"Cinnamomum verum, called ""true cinnamon"", Ceylon cinnamon or Sri Lanka cinnamon is a small evergreen tree belonging to the family Lauraceae, native to Sri Lanka. Among other species, its inner bark is used to make cinnamon.",501529,Cinnamomum_verum,51.jpg,image/jpeg,78970,2012-04-20 09:43:25 UTC,54,Herbs and Spices,Spices,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:15 UTC,,,false,specific,128608,true,FOOD00051
52,Watermelon,Citrullus lanatus,"Watermelon (Citrullus lanatus, family Cucurbitaceae) is a vine-like (scrambler and trailer) flowering plant originally from southern Africa. Its fruit, which is also called watermelon, is a special kind referred to by botanists as a pepo, a berry which has a thick rind and fleshy center (mesocarp and endocarp). Pepos are derived from an inferior ovary, and are characteristic of the Cucurbitaceae. The watermelon fruit, loosely considered a type of melon – although not in the genus Cucumis – has a smooth exterior rind (green, yellow and sometimes white) and a juicy, sweet interior flesh (usually deep red to pink, but sometimes orange, yellow and even green if not ripe).",22356,Watermelon,52.jpg,image/jpeg,125818,2012-04-20 09:40:24 UTC,55,Gourds,Gourds,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:15 UTC,,,false,specific,3654,true,FOOD00052
53,Lime,Citrus aurantiifolia,"The Key lime (Citrus × aurantiifolia) is a citrus species with a globose fruit, 2.5-5 cm in diameter (1-2 in), that is yellow when ripe but usually picked green commercially. It is smaller and seedier, with a higher acidity, a stronger aroma, and a thinner rind, than that of the Persian lime (Citrus × latifolia). It is valued for its unique flavor compared to other limes, with the Key lime usually having a more tart and bitter flavor. The name comes from its association with the Florida Keys, where it is best known as the flavoring ingredient in Key lime pie. It is also known as West Indian lime, bartender's lime, Omani lime, or Mexican lime, the latter classified as a distinct race with a thicker skin and darker green color. Philippine varieties have various names, including dayap and bilolo.",506403,Citrus_aurantiifolia,53.jpg,image/jpeg,803141,2012-04-20 09:37:28 UTC,56,Fruits,Citrus,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:15 UTC,,,false,specific,159033,true,FOOD00053
54,Lemon,Citrus limon,"The lemon is a small evergreen tree native to Asia, and the tree's ellipsoidal yellow fruit. The fruit is used for culinary and non-culinary purposes throughout the world, primarily for its juice, though the pulp and rind are also used in cooking and baking. The juice of the lemon is about 5% to 6% citric acid, which gives lemons a sour taste. The distinctive sour taste of lemon juice makes it a key ingredient in drinks and foods such as lemonade.",28885,Lemon,54.jpg,image/jpeg,286671,2012-04-20 09:34:12 UTC,57,Fruits,Citrus,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:15 UTC,,,false,specific,2708,true,FOOD00054
